Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
HQSMS,29/11/2016,0000036432,N-R-S INTERNATIONAL -  FZE,ARE,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"4,843,800"
HQSMS,29/11/2016,0000036440,TECHNO RELIEF OVERSEAS (I) PVT LTD,IND,KITCHENWARE,"123,975"
HQSMS,29/11/2016,0000036440,TECHNO RELIEF OVERSEAS (I) PVT LTD,IND,KITCHENWARE,"123,975"
HQSMS,29/11/2016,0000036441,KITCHEN ESSENTIALS,IND,KITCHENWARE,"931,418"
HQSMS,29/11/2016,0000036444,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"183,240"
HQSMS,29/11/2016,0000036444,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"183,240"
HQSMS,29/11/2016,0000036444,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"183,240"
HQSMS,29/11/2016,0000036444,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"183,240"
HQSMS,29/11/2016,0000036444,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"183,240"
HQSMS,29/11/2016,0000036444,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"183,240"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
HQSMS,29/11/2016,0000036444,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"183,240"
HQSMS,29/11/2016,0000036444,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"183,240"
HQSMS,29/11/2016,0000036444,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"183,240"
HQSMS,29/11/2016,0000036444,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"183,240"
HQSMS,29/11/2016,0000036444,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"183,240"
HQSMS,29/11/2016,0000036444,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"183,240"
HQSMS,29/11/2016,0000036444,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"183,240"
HQSMS,29/11/2016,0000036450,NUTRISET SAS,FRA,PREPARED/ PRESERVED FOODS,"105,783"
HQSMS,29/11/2016,0000036450,NUTRISET SAS,FRA,PREPARED/ PRESERVED FOODS,"143,506"
HQSMS,29/11/2016,0000036453,VISHAL METAL INDUSTRIES,IND,KITCHENWARE,"254,725"
KEN01,29/11/2016,0000009401,RIARA CONSTRUCTION & ENGINEERING LTD,KEN,BUSINESS/ ADMINISTRATIVE SER,"115,933"
KEN01,29/11/2016,0000009407,PAX MONDIAL AFRICA LTD,KEN,MAINTENANCE/ CONSTRUCTION SER,"139,393"
HQSMS,28/11/2016,0000036393,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"1,205,640"
HQSMS,28/11/2016,0000036395,HEWLETT-PACKARD,CHE,COMPUTER SERVICES,"101,420"
HQSMS,28/11/2016,0000036398,TECHNO TARP & POLIMERS PVT LTD,IND,PLASTIC PRODUCTS (SHEETS & ROL,"104,410"
HQSMS,28/11/2016,0000036398,TECHNO TARP & POLIMERS PVT LTD,IND,PLASTIC PRODUCTS (SHEETS & ROL,"246,408"
HQSMS,28/11/2016,0000036402,TECHNO TARP & POLIMERS PVT LTD,IND,PLASTIC PRODUCTS (SHEETS & ROL,"151,877"
HQSMS,28/11/2016,0000036411,O.K.I. GENERAL TRADING LLC,ARE,WATER BUCKET/ BASINE,"121,766"
HQSMS,28/11/2016,0000036413,ITAD LIMITED,GBR,EVALUATION SERVICE,"130,000"
HQSMS,28/11/2016,0000036423,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"202,650"
JOR01,28/11/2016,0000004342,Electricity Distribution Company (EDCO),JOR,UTILITIES,"144,689"
RWA01,28/11/2016,0000001385,GREAT LAKES CONSTRUCTIONS,RWA,MAINTENANCE/ CONSTRUCTION SER,"1,000,537"
SYR01,28/11/2016,0000004544,FOUR SEASONS HOTEL,SYR,BUSINESS/ ADMINISTRATIVE SER,"197,823"
SYR01,28/11/2016,0000004544,FOUR SEASONS HOTEL,SYR,BUSINESS/ ADMINISTRATIVE SER,"106,520"
TUR01,28/11/2016,0000003084,KUEHNE AND NAGEL A/S,DNK,STORAGE/PACKING/HANDLING,"144,000"
TUR01,28/11/2016,0000003089,KUEHNE AND NAGEL A/S,DNK,TRANSPORT SUPPORT,"266,635"
TUR01,28/11/2016,0000003090,KUEHNE AND NAGEL A/S,DNK,TRANSPORT SUPPORT,"164,195"
COL01,27/11/2016,0000003376,ECONOMETRIA S.A.,COL,EVALUATION SERVICE,"134,998"
HQSMS,27/11/2016,0000036389,THE COMMONWEALTH OF LEARNING,CAN,EDUCATION/ TRAINING SERVICES,"103,954"
SYR01,27/11/2016,0000004542,AZAD Company,SYR,MAINTENANCE/ CONSTRUCTION SER,"398,700"
HQSMS,26/11/2016,0000036388,TRUELITE ENERGY TRADING LLC,ARE,LAMP/ LAMP COMPONENTS,"640,987"
HQSMS,26/11/2016,0000036388,TRUELITE ENERGY TRADING LLC,ARE,LAMP/ LAMP COMPONENTS,"124,961"
HQSMS,25/11/2016,0000036360,ATEA,DNK,COMPUTERS,"124,100"
HQSMS,25/11/2016,0000036362,THE MEDICAL EXPORT GROUP BV,NLD,MISC DRUGS,"130,777"
HQSMS,25/11/2016,0000036369,ROFI INDUSTRIES A/S,NOR,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"139,357"
HQSMS,25/11/2016,0000036372,Shree Balaji Woollen Mills,IND,BLANKETS,"128,066"
HQSMS,25/11/2016,0000036375,VESTERGAARD S.A.,CHE,MOSQUITO NET,"123,200"
HQSMS,25/11/2016,0000036376,DHL GLOBAL FORWARDING (DENMARK) A/S,DNK,TRANSPORT SUPPORT,"353,535"
HQSMS,25/11/2016,0000036382,KITCHEN ESSENTIALS,IND,KITCHENWARE,"371,238"
HQSMS,25/11/2016,0000036383,INDO-DANE TEXTILE INDUSTRIES PVT. LTD.,IND,BEDCLOTHES/ MATRESSES/ TOWELS,"208,182"
IRQ01,25/11/2016,0000003038,Stin Company for General Trading,IRQ,FUEL TANK,"120,000"
TUR01,25/11/2016,0000003067,TIAR INFORMATION TECHNOLOGIES DEFENSE SE,TUR,SECURITY/ DETECTION EQUIP/ SUP,"170,000"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
TUR01,25/11/2016,0000003068,2AA TIP TEKNOLOJILERI VE BILGI SISTEMLER,TUR,SOAP/CLEANING /HYGIENE SUPPLIE,"209,000"
UGA01,25/11/2016,0000005781,BYAMUGISHA AND SONS TRANSPORT CO,UGA,BUSINESS/ ADMINISTRATIVE SER,"152,132"
GRC01,24/11/2016,0000001750,MARINE TOURS S.A.,GRC,CIVIL AFFAIRS SERVICES,"250,000"
HQSMS,24/11/2016,0000036297,ALPINTER,BEL,PLASTIC PRODUCTS (SHEETS & ROL,"176,400"
HQSMS,24/11/2016,0000036303,NATIONAL TENT HOUSE,PAK,BLANKETS,"115,214"
HQSMS,24/11/2016,0000036303,NATIONAL TENT HOUSE,PAK,BLANKETS,"115,214"
HQSMS,24/11/2016,0000036306,DGDA Switzerland SARL,CHE,ENGINEERING SERVICES,"181,348"
HQSMS,24/11/2016,0000036312,NRS Relief FZE,ARE,BLANKETS,"1,192,666"
HQSMS,24/11/2016,0000036330,ALPINTER,BEL,BLANKETS,"216,518"
HQSMS,24/11/2016,0000036331,WHO (UNICC),CHE,COMPUTER SERVICES,"272,000"
HQSMS,24/11/2016,0000036333,MANNET SARL,CHE,BUSINESS/ ADMINISTRATIVE SER,"201,000"
HQSMS,24/11/2016,0000036334,DHL GLOBAL FORWARDING (DENMARK) A/S,DNK,TRANSPORT SUPPORT,"149,400"
HQSMS,24/11/2016,0000036336,DANOFFICE PLC,DNK,COMPUTERS,"206,250"
HQSMS,24/11/2016,0000036346,Paramount Tarpaulin Industries,PAK,BLANKETS,"130,982"
HQSMS,24/11/2016,0000036347,HESCO BASTION LTD.,GBR,PERSONAL SAFETY/ PROTECTION,"153,478"
IRQ01,24/11/2016,0000003037,Iraq Wallet,IRQ,BUSINESS/ ADMINISTRATIVE SER,"811,966"
IRQ01,24/11/2016,0000003037,Iraq Wallet,IRQ,BUSINESS/ ADMINISTRATIVE SER,"811,966"
SSD01,24/11/2016,0000002766,GAR-GAR TRANSPORTERS LTD,SSD,CARGO/PASSENGER TRANSPORT,"200,000"
SSD01,24/11/2016,0000002769,KAHIA TRANSPORTERS LTD,KEN,CARGO/PASSENGER TRANSPORT,"300,000"
SYR01,24/11/2016,0000004539,Joseph and Elie Sanossian,SYR,HOUSEHOLD FURNITURE/EQUIPMENT,"807,480"
GRC01,23/11/2016,0000001744,International Logistics Services s.a.l,LBN,PERSONAL CARE PRODUCTS,"135,000"
HQSMS,23/11/2016,0000036243,DHL GLOBAL FORWARDING (DENMARK) A/S,DNK,TRANSPORT SUPPORT,"148,770"
HQSMS,23/11/2016,0000036252,Phoenix Trading & Consulting Pvt. Ltd.,IND,BEDCLOTHES/ MATRESSES/ TOWELS,"117,450"
HQSMS,23/11/2016,0000036258,NATIONAL TENT HOUSE,PAK,BLANKETS,"627,782"
HQSMS,23/11/2016,0000036266,TECHNO RELIEF OVERSEAS (I) PVT LTD,IND,BLANKETS,"195,077"
HQSMS,23/11/2016,0000036278,NORWEGIAN REFUGEE COUNCIL,NOR,FINANCIAL SERVICES,"155,245"
HQSMS,23/11/2016,0000036281,Paramount Tarpaulin Industries,PAK,BLANKETS,"426,816"
HQSMS,23/11/2016,0000036287,CODAN LTD.,AUS,HF EQUIPMENT,"420,209"
HQSMS,23/11/2016,0000036291,CODAN LTD.,AUS,HF EQUIPMENT,"840,418"
HQSMS,23/11/2016,0000036296,NATIONAL TENT HOUSE,PAK,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"825,224"
PSFRR,23/11/2016,0000000926,OMICRON SERVIZI SRL,ITA,ADVERTISING/ INFORMATION SER,"478,261"
TUR01,23/11/2016,0000003062,MANPOWER INSAN KAYNAKLARI LIMITED SIRKET,TUR,BUSINESS/ ADMINISTRATIVE SER,"271,650"
HQSMS,22/11/2016,0000036212,KITCHEN ESSENTIALS,IND,KITCHENWARE,"788,882"
HQSMS,22/11/2016,0000036213,ALPINTER,BEL,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"735,000"
HQSMS,22/11/2016,0000036214,ALPINTER,BEL,PLASTIC PRODUCTS (SHEETS & ROL,"203,840"
HQSMS,22/11/2016,0000036215,NRS Relief FZE,ARE,BLANKETS,"1,224,776"
HQSMS,22/11/2016,0000036218,VISHAL METAL INDUSTRIES,IND,KITCHENWARE,"112,992"
HQSMS,22/11/2016,0000036220,Shree Balaji Woollen Mills,IND,BLANKETS,"177,811"
HQSMS,22/11/2016,0000036232,Relief Supplier,IND,BEDCLOTHES/ MATRESSES/ TOWELS,"111,540"
HQSMS,22/11/2016,0000036233,Relief Supplier,IND,WATER BUCKET/ BASINE,"111,888"
IRQ01,22/11/2016,0000003036,Abnaa Al Abduly company,IRQ,BEDCLOTHES/ MATRESSES/ TOWELS,"3,480,000"
SDN01,22/11/2016,0000005801,NATIONAL HEALTH INSURANCE FUND (NHIF),SDN,INSURANCE SERVICES,"894,721"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
SSD01,22/11/2016,0000002757,TAAM PETROLEUM LTD.,KEN,DIESEL,"101,850"
ETH01,21/11/2016,0000005138,FINCHETU BUSINESS PLC,ETH,PERSONAL CARE PRODUCTS,"113,000"
GRC01,21/11/2016,0000001731,MARINE TOURS S.A.,GRC,BUSINESS/ ADMINISTRATIVE SER,"175,000"
GRC01,21/11/2016,0000001733,CARLSON WAGONLIT TRAVEL,GRC,MEETING/TRAVEL/ FOOD SER,"326,087"
HQSMS,21/11/2016,0000036189,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"115,800"
HQSMS,21/11/2016,0000036189,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"289,500"
HQSMS,21/11/2016,0000036192,TRUELITE ENERGY TRADING LLC,ARE,LAMP/ LAMP COMPONENTS,"719,200"
HQSMS,21/11/2016,0000036193,TRUELITE ENERGY TRADING LLC,ARE,LAMP/ LAMP COMPONENTS,"179,800"
HQSMS,21/11/2016,0000036194,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"105,050"
HQSMS,21/11/2016,0000036194,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"330,000"
HQSMS,21/11/2016,0000036198,NRS Relief FZE,ARE,BLANKETS,"1,865,383"
HQSMS,21/11/2016,0000036200,ALPINTER,BEL,BLANKETS,"293,846"
HQSMS,21/11/2016,0000036201,K. ARANO AND CO. LTD.,JPN,GENERAL CARGO TRUCKS,"488,517"
HQSMS,21/11/2016,0000036203,NATIONAL TENT HOUSE,PAK,BLANKETS,"221,219"
IRQ01,21/11/2016,0000003032,Umniat Baghdad LTD,IRQ,HOUSEHOLD FURNITURE/EQUIPMENT,"3,182,000"
IRQ01,21/11/2016,0000003033,Sayd Farhad Company,IRQ,HOUSEHOLD FURNITURE/EQUIPMENT,"316,000"
IRQ01,21/11/2016,0000003034,Sayd Farhad Company,IRQ,HOUSEHOLD FURNITURE/EQUIPMENT,"474,000"
NPL01,21/11/2016,0000001061,REFUGEES DIRECT PAYMENT,NPL,BUSINESS/ ADMINISTRATIVE SER,"349,029"
PAK01,21/11/2016,0000005376,Haris Enterprises (Pvt.) Limited,PAK,SECURITY/ SAFETY SERVICES,"126,941"
TUR01,21/11/2016,0000003033,PAPILON SAVUNMA GUVENLIK SIST,TUR,DATA COLLECTION EQUIPMENT,"621,000"
TUR01,21/11/2016,0000003033,PAPILON SAVUNMA GUVENLIK SIST,TUR,DATA COLLECTION EQUIPMENT,"1,426,000"
TUR01,21/11/2016,0000003033,PAPILON SAVUNMA GUVENLIK SIST,TUR,DATA COLLECTION EQUIPMENT,"1,728,360"
TUR01,21/11/2016,0000003034,VERIFY VERI ILETISIM,TUR,MISC COMPUTER EQUIP/SUPPL,"332,460"
TUR01,21/11/2016,0000003034,VERIFY VERI ILETISIM,TUR,MISC COMPUTER EQUIP/SUPPL,"101,340"
TUR01,21/11/2016,0000003034,VERIFY VERI ILETISIM,TUR,MISC COMPUTER EQUIP/SUPPL,"127,725"
IRQ01,20/11/2016,0000003031,RWA Company,IRQ,SOAP/CLEANING /HYGIENE SUPPLIE,"850,000"
JORSC,20/11/2016,0000000507,UltiSat Inc.,USA,TELECOMS SERVICES,"147,651"
SYR01,20/11/2016,0000004531,KHULUD SIRRI HALABI / DHL Express,LBN,STORAGE/PACKING/HANDLING,"250,180"
SYR01,20/11/2016,0000004533,KHULUD SIRRI HALABI / DHL Express,LBN,TRANSPORT SUPPORT,"281,549"
GRC01,18/11/2016,0000001725,MARINE TOURS S.A.,GRC,CIVIL AFFAIRS SERVICES,"434,783"
HQSMS,18/11/2016,0000036163,Phoenix Trading & Consulting Pvt. Ltd.,IND,BEDCLOTHES/ MATRESSES/ TOWELS,"291,450"
HQSMS,18/11/2016,0000036167,W.Giertsen Energy Solutions AS,NOR,LAMP/ LAMP COMPONENTS,"781,399"
HQSMS,18/11/2016,0000036167,W.Giertsen Energy Solutions AS,NOR,LAMP/ LAMP COMPONENTS,"534,076"
HQSMS,18/11/2016,0000036168,NOVACOM SERVICES,FRA,GFM VTS FEES,"420,000"
SSD01,18/11/2016,0000002747,KUEHNE AND NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"500,000"
UGA01,18/11/2016,0000005764,BYAMUGISHA AND SONS TRANSPORT CO,UGA,BUSINESS/ ADMINISTRATIVE SER,"105,912"
ETH01,17/11/2016,0000005125,HILINA ENRICHED FOODS PLC,ETH,PREPARED/ PRESERVED FOODS,"149,851"
HQSMS,17/11/2016,0000036132,N-R-S INTERNATIONAL -  FZE,ARE,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"107,640"
HQSMS,17/11/2016,0000036133,NATIONAL TENT HOUSE,PAK,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"441,068"
HQSMS,17/11/2016,0000036147,KITCHEN ESSENTIALS,IND,KITCHENWARE,"483,222"
HQSMS,17/11/2016,0000036147,KITCHEN ESSENTIALS,IND,KITCHENWARE,"226,971"
HQSMS,17/11/2016,0000036153,NRS Relief FZE,ARE,BEDCLOTHES/ MATRESSES/ TOWELS,"166,520"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
HQSMS,17/11/2016,0000036154,ORACLE SOFTWARE GMBH,CHE,COMPUTER SERVICES,"160,626"
HQSMS,17/11/2016,0000036157,NRS Relief FZE,ARE,BLANKETS,"112,200"
HQSMS,17/11/2016,0000036157,NRS Relief FZE,ARE,BLANKETS,"566,386"
HQSMS,17/11/2016,0000036159,Tana Netting FZ-LLC,ARE,MOSQUITO NET,"111,540"
IRQ01,17/11/2016,0000003026,Iraq Wallet,IRQ,BUSINESS/ ADMINISTRATIVE SER,"150,000"
IRQ01,17/11/2016,0000003028,Maxim Company for General Trading,IRQ,COOKING STOVES,"250,000"
IRQ01,17/11/2016,0000003029,Anwar Alslalah Co.,IRQ,BEDCLOTHES/ MATRESSES/ TOWELS,"168,000"
JOR01,17/11/2016,0000004330,ABU SHREIKH CONTRACTING CO,JOR,MAINTENANCE/ CONSTRUCTION SER,"191,808"
JOR01,17/11/2016,0000004335,First Technical Support Company,JOR,TRANSPORT SUPPORT,"179,760"
JOR01,17/11/2016,0000004335,First Technical Support Company,JOR,BUSINESS/ ADMINISTRATIVE SER,"130,757"
LBN01,17/11/2016,0000002295,MediVisa S.A.L,LBN,HEALTHCARE SERVICES,"11,518,040"
LBN01,17/11/2016,0000002296,MediVisa S.A.L,LBN,HEALTHCARE SERVICES,"586,590"
SSD01,17/11/2016,0000002738,KUEHNE AND NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"1,200,000"
TUR01,17/11/2016,0000003026,AKTAS TEKSTIL PROMOSYON URUNLERI SAN.,TUR,CLOTHING,"364,575"
TUR01,17/11/2016,0000003026,AKTAS TEKSTIL PROMOSYON URUNLERI SAN.,TUR,CLOTHING,"546,458"
TUR01,17/11/2016,0000003026,AKTAS TEKSTIL PROMOSYON URUNLERI SAN.,TUR,CLOTHING,"254,556"
TUR01,17/11/2016,0000003026,AKTAS TEKSTIL PROMOSYON URUNLERI SAN.,TUR,CLOTHING,"384,751"
TUR01,17/11/2016,0000003026,AKTAS TEKSTIL PROMOSYON URUNLERI SAN.,TUR,CLOTHING,"106,057"
TUR01,17/11/2016,0000003026,AKTAS TEKSTIL PROMOSYON URUNLERI SAN.,TUR,CLOTHING,"260,545"
TUR01,17/11/2016,0000003026,AKTAS TEKSTIL PROMOSYON URUNLERI SAN.,TUR,CLOTHING,"125,986"
TUR01,17/11/2016,0000003026,AKTAS TEKSTIL PROMOSYON URUNLERI SAN.,TUR,CLOTHING,"187,990"
ETH01,16/11/2016,0000005120,ETAB SOAP FACTORY,ETH,SOAP/CLEANING /HYGIENE SUPPLIE,"338,360"
HQSMS,16/11/2016,0000036098,BIDCO AFRICA LIMITED,KEN,SOAP/CLEANING /HYGIENE SUPPLIE,"176,432"
HQSMS,16/11/2016,0000036100,VISHAL METAL INDUSTRIES,IND,KITCHENWARE,"164,419"
HQSMS,16/11/2016,0000036102,PRIYANKA (INDIA) PVT LTD,IND,KITCHENWARE,"122,024"
HQSMS,16/11/2016,0000036105,HEWLETT-PACKARD,CHE,FINANCIAL SERVICES,"570,000"
HQSMS,16/11/2016,0000036109,Scan Global Logistics A/S,DNK,CARGO/PASSENGER TRANSPORT,"385,750"
HQSMS,16/11/2016,0000036129,W.Giertsen Energy Solutions AS,NOR,LAMP/ LAMP COMPONENTS,"438,492"
IRQ01,16/11/2016,0000003024,Al Sami General Trade Company Ltd.,JOR,BEDCLOTHES/ MATRESSES/ TOWELS,"2,029,500"
IRQ01,16/11/2016,0000003025,Anwar Alslalah Co.,IRQ,BEDCLOTHES/ MATRESSES/ TOWELS,"960,000"
RWA01,16/11/2016,0000001382,KOBIL RWANDA SARL,RWA,DIESEL,"125,815"
SYR01,16/11/2016,0000004530,TAREK SAYEGH Est For Trading&Contracting,LBN,HOUSEHOLD FURNITURE/EQUIPMENT,"246,430"
SYR01,16/11/2016,0000004530,TAREK SAYEGH Est For Trading&Contracting,LBN,HOUSEHOLD FURNITURE/EQUIPMENT,"862,505"
YEM01,16/11/2016,0000002993,UNITED NATIONS DEVELOPMENT PROGRAMME,YEM,BUSINESS/ ADMINISTRATIVE SER,"386,757"
YEM01,16/11/2016,0000002993,UNITED NATIONS DEVELOPMENT PROGRAMME,YEM,BUSINESS/ ADMINISTRATIVE SER,"160,000"
CAN01,15/11/2016,0000000960,"M+R Strategic Services, INC.",USA,BUSINESS/ ADMINISTRATIVE SER,"100,517"
ETH01,15/11/2016,0000005118,CIMRAN GENERAL CONSTRUCTION,ETH,MAINTENANCE/ CONSTRUCTION SER,"330,000"
GRC01,15/11/2016,0000001695,PYRGIDOU KYRIAKI,GRC,CIVIL AFFAIRS SERVICES,"133,746"
GRC01,15/11/2016,0000001696,PYRGIDOU KYRIAKI,GRC,CIVIL AFFAIRS SERVICES,"102,276"
GRC01,15/11/2016,0000001697,M.A.L. TSAKIRI GP,GRC,CIVIL AFFAIRS SERVICES,"197,809"
GRC01,15/11/2016,0000001698,ZORPIDIS A.E.E. TOYRISTIKON KSENODOX.,GRC,MEETING/TRAVEL/ FOOD SER,"760,870"
GRC01,15/11/2016,0000001701,TORTOPIDOU DOMNA GALAXY HOTEL PORTO HELI,GRC,CIVIL AFFAIRS SERVICES,"343,487"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
HQSMS,15/11/2016,0000036070,KITCHEN ESSENTIALS,IND,KITCHENWARE,"112,986"
HQSMS,15/11/2016,0000036070,KITCHEN ESSENTIALS,IND,KITCHENWARE,"232,606"
HQSMS,15/11/2016,0000036071,PRICEWATERHOUSECOOPERS AG WPG,DEU,FINANCIAL SERVICES,"270,820"
HQSMS,15/11/2016,0000036074,ALLIED TRANSPORT AGENT,TZA,TRANSPORT SUPPORT,"138,000"
HQSMS,15/11/2016,0000036078,KITCHEN ESSENTIALS,IND,KITCHENWARE,"196,944"
HQSMS,15/11/2016,0000036078,KITCHEN ESSENTIALS,IND,KITCHENWARE,"472,778"
HQSMS,15/11/2016,0000036085,ORACLE SOFTWARE GMBH,CHE,COMPUTER SERVICES,"393,858"
HQSMS,15/11/2016,0000036088,TOYOTA MOTOR CORPORATION,JPN,4x4 STATION WAGON,"320,471"
HQSMS,15/11/2016,0000036088,TOYOTA MOTOR CORPORATION,JPN,4x4 STATION WAGON,"460,178"
HQSMS,15/11/2016,0000036088,TOYOTA MOTOR CORPORATION,JPN,4x4 SC PICP-UP,"184,916"
HQSMS,15/11/2016,0000036088,TOYOTA MOTOR CORPORATION,JPN,4x4 SC PICP-UP,"103,322"
HQSMS,15/11/2016,0000036088,TOYOTA MOTOR CORPORATION,JPN,4x4 STATION WAGON,"134,813"
HQSMS,15/11/2016,0000036088,TOYOTA MOTOR CORPORATION,JPN,4x4 STATION WAGON,"171,519"
HQSMS,15/11/2016,0000036088,TOYOTA MOTOR CORPORATION,JPN,4x4 STATION WAGON,"194,719"
HQSMS,15/11/2016,0000036089,WHO (UNICC),CHE,COMPUTER SERVICES,"1,705,916"
HQSMS,15/11/2016,0000036091,TECHNO RELIEF OVERSEAS (I) PVT LTD,IND,KITCHENWARE,"203,695"
KEN01,15/11/2016,0000009356,ASL LIMITED,KEN,CONCRETE/ CEMENT/ PLASTER,"292,512"
KEN01,15/11/2016,0000009357,ASL LIMITED,KEN,CONCRETE/ CEMENT/ PLASTER,"935,471"
PAK01,15/11/2016,0000005372,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"157,413"
SDN01,15/11/2016,0000005786,Galgalo Transportation Services Enterpri,SDN,WOOD POLES,"318,500"
SDN01,15/11/2016,0000005786,Galgalo Transportation Services Enterpri,SDN,WOOD POLES,"138,320"
SDN01,15/11/2016,0000005786,Galgalo Transportation Services Enterpri,SDN,"STRUCTURAL MATERIALS ( TIMBER,","174,720"
SDN01,15/11/2016,0000005786,Galgalo Transportation Services Enterpri,SDN,WOOD POLES,"155,610"
SDN01,15/11/2016,0000005786,Galgalo Transportation Services Enterpri,SDN,ROOFING MATERIAL,"955,500"
SDN01,15/11/2016,0000005786,Galgalo Transportation Services Enterpri,SDN,ROOFING MATERIAL,"633,360"
SDN01,15/11/2016,0000005786,Galgalo Transportation Services Enterpri,SDN,"STRUCTURAL MATERIALS ( TIMBER,","189,000"
SDN01,15/11/2016,0000005787,SOLARMAN COMPANY LTD,ARE,LAMP/ LAMP COMPONENTS,"183,060"
SDN01,15/11/2016,0000005787,SOLARMAN COMPANY LTD,ARE,LAMP/ LAMP COMPONENTS,"101,700"
TZA01,15/11/2016,0000003655,TOTAL (T) LTD,TZA,DIESEL,"172,392"
UGA01,15/11/2016,0000005750,NASERA SUITES,CHE,BUSINESS/ ADMINISTRATIVE SER,"102,789"
DONIK,14/11/2016,0000000379,UPS Foundation,USA,TRANSPORT SUPPORT,"220,000"
GRC01,14/11/2016,0000001686,B. SARA & Co EGNATIA HOTEL,GRC,CIVIL AFFAIRS SERVICES,"161,679"
GRC01,14/11/2016,0000001690,PLATYSTOMO S.A.,GRC,CIVIL AFFAIRS SERVICES,"101,602"
GRC01,14/11/2016,0000001692,TSEPIDIS LEONIDAS &AS.GEN.PART LEONIDAS,GRC,CIVIL AFFAIRS SERVICES,"115,779"
HQSMS,14/11/2016,0000036053,MEDIAEDGE:CIA INTERNATIONAL LIMITED,GBR,COMPUTER SERVICES,"860,000"
HQSMS,14/11/2016,0000036055,MEDIAEDGE:CIA INTERNATIONAL LIMITED,GBR,COMPUTER SERVICES,"130,000"
HQSMS,14/11/2016,0000036065,KITCHEN ESSENTIALS,IND,KITCHENWARE,"117,746"
SDN01,14/11/2016,0000005783,ALWAHA FOR SUPPLIES CO. LTD,SDN,WATER CANS,"100,722"
UGA01,14/11/2016,0000005740,Blue Pearls Co Limited,UGA,TRANSPORT SUPPORT,"113,719"
UGA01,14/11/2016,0000005741,Blue Pearls Co Limited,UGA,TRANSPORT SUPPORT,"130,788"
ETH01,12/11/2016,0000005111,CIMRAN GENERAL CONSTRUCTION,ETH,MAINTENANCE/ CONSTRUCTION SER,"120,000"
COD01,11/11/2016,0000006464,K. ARANO AND CO. LTD.,JPN,GENERAL CARGO TRUCKS,"225,154"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
ETH01,11/11/2016,0000005105,ETAB SOAP FACTORY,ETH,SOAP/CLEANING /HYGIENE SUPPLIE,"693,240"
ETH01,11/11/2016,0000005107,DES GENERAL TRADING PLC,ETH,BEDCLOTHES/ MATRESSES/ TOWELS,"203,921"
ETH01,11/11/2016,0000005108,MILLION ALEMAYEHU GENERAL IMPORTER,ETH,CLOTHING,"177,670"
GRC01,11/11/2016,0000001679,MINAVRA TECHNIKI S.A.,GRC,MAINTENANCE/ CONSTRUCTION SER,"230,749"
GRC01,11/11/2016,0000001681,KMS BUILDING S.A,GRC,PREFABRICATED House,"384,311"
