Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
HQSMS,07/08/2018,0000043451,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"222,300"
HQSMS,07/08/2018,0000043461,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"234,780"
HQSMS,07/08/2018,0000043464,"NISSAN TRADING CO., LTD.",JPN,4x4 STATION WAGON,"280,277"
SDCBI,07/08/2018,0000000002,BLUE NILE MASHREG BANK,SDN,FINANCIAL SERVICES,"111,820"
SYR01,07/08/2018,0000005077,"IRIS KIM,INC",USA,BEDCLOTHES/ MATRESSES/ TOWELS,"483,213"
SYR01,07/08/2018,0000005078,BEIJING HJC IMPORT AND EXPORT CO.LTD,CHN,BEDCLOTHES/ MATRESSES/ TOWELS,"406,224"
TZA01,07/08/2018,0000004099,ENGEN PETROLEUM (TANZANIA) LTD,TZA,DIESEL,"131,656"
HQSMS,06/08/2018,0000043436,May & Company GmbH,DEU,FINANCIAL SERVICES,"607,200"
SOM01,06/08/2018,0000002602,PANAFRIEL HOLDINGS LIMITED,SOM,STRUCTURAL BUILDING PRODUCTS /,"675,200"
YEM01,06/08/2018,0000003370,Mohammed Al-Hadi office,YEM,CARGO/PASSENGER TRANSPORT,"100,172"
HQSMS,03/08/2018,0000043419,RELIEF AND  MISSION LOGISTICS LTD,KEN,CARGO/PASSENGER TRANSPORT,"361,800"
HQSMS,02/08/2018,0000043401,DAMCO DENMARK A/S,DNK,CARGO/PASSENGER TRANSPORT,"185,850"
HQSMS,02/08/2018,0000043404,DAMCO DENMARK A/S,DNK,CARGO/PASSENGER TRANSPORT,"177,555"
HQSMS,02/08/2018,0000043405,INTERNATIONAL DISPENSARY ASSOCIATION (ID,NLD,MISC DRUGS,"332,754"
HQSMS,02/08/2018,0000043406,INTERNATIONAL DISPENSARY ASSOCIATION (ID,NLD,MISC MEDICAL SUPPLIES,"112,434"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
HQSMS,02/08/2018,0000043407,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"118,678"
HQSMS,02/08/2018,0000043408,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"118,678"
HQSMS,02/08/2018,0000043409,VISHAL METAL INDUSTRIES,IND,KITCHENWARE,"373,207"
HQSMS,02/08/2018,0000043410,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"905,828"
HQSMS,02/08/2018,0000043411,ALPINTER,BEL,BLANKETS,"145,152"
HQSMS,02/08/2018,0000043415,KITCHEN ESSENTIALS,IND,KITCHENWARE,"437,570"
JOCBI,02/08/2018,0000000016,Cairo Amman Bank,JOR,BUSINESS/ ADMINISTRATIVE SER,"6,115,819"
JOCBI,02/08/2018,0000000017,Cairo Amman Bank,JOR,FINANCIAL SERVICES,"211,864"
KEN01,02/08/2018,0000010925,UNITED NATIONS OFFICE AT NAIROBI,KEN,SECURITY/ SAFETY SERVICES,"326,277"
KOR01,02/08/2018,0000000852,Group M Korea Co. Ltd.,KOR,ADVERTISING/ INFORMATION SER,"281,221"
SOM01,02/08/2018,0000002592,WFP SOMALIA,KEN,MEETING/TRAVEL/ FOOD SER,"110,900"
GRCBI,01/08/2018,0000000017,PREPAID FINANCIAL SERVICES LTD,GBR,BUSINESS/ ADMINISTRATIVE SER,"115,957"
HQSMS,01/08/2018,0000043390,AL TASAHEEL (ASP) TRADING LLC,ARE,MISC COMPUTER EQUIP/SUPPL,"635,090"
HQSMS,01/08/2018,0000043398,NOVACOM SERVICES,FRA,GFM VTS FEES,"560,000"
THA01,01/08/2018,0000001606,RMA Automotive Company Limited,THA,INVESTIGATION TECHNICAL SERVIC,"750,976"
UNOPS,01/08/2018,0000000332,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"113,173"
BGD01,31/07/2018,0000001609,M/S NF Enterprise,BGD,COOKING STOVES,"122,822"
BGD01,31/07/2018,0000001609,M/S NF Enterprise,BGD,HOUSEHOLD FURNITURE/EQUIPMENT,"422,335"
HQSMS,31/07/2018,0000043382,Bollore Logistics India Limited,IND,CARGO/PASSENGER TRANSPORT,"103,708"
HQSMS,31/07/2018,0000043387,THE MEDICAL EXPORT GROUP BV,NLD,EMERGENCY HEALTH KIT,"214,295"
JOCBI,31/07/2018,0000000013,Cairo Amman Bank,JOR,BUSINESS/ ADMINISTRATIVE SER,"6,173,058"
JOCBI,31/07/2018,0000000014,Cairo Amman Bank,JOR,FINANCIAL SERVICES,"211,864"
SOM01,31/07/2018,0000002581,United Nations Support Office For AMISOM,KEN,BUSINESS/ ADMINISTRATIVE SER,"100,000"
SOM01,31/07/2018,0000002582,United Nations Support Office For AMISOM,KEN,BUSINESS/ ADMINISTRATIVE SER,"100,000"
SOM01,31/07/2018,0000002583,United Nations Support Office For AMISOM,KEN,BUSINESS/ ADMINISTRATIVE SER,"100,000"
SOM01,31/07/2018,0000002586,UNDP REPRESENTATIVE IN SOMALIA,KEN,BUSINESS/ ADMINISTRATIVE SER,"190,834"
SOM01,31/07/2018,0000002587,UNDP REPRESENTATIVE IN SOMALIA,KEN,BUSINESS/ ADMINISTRATIVE SER,"190,834"
SYR01,31/07/2018,0000005072,KUEHNE + NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"254,135"
UNOPS,31/07/2018,0000000312,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"109,763"
AFG01,30/07/2018,0000004778,UNDP REPRESENTATIVE IN AFGHANISTAN,AFG,SECURITY/ SAFETY SERVICES,"233,569"
ETCBI,30/07/2018,0000000009,Commerical Bank of Ethiopia,ETH,BUSINESS/ ADMINISTRATIVE SER,"141,436"
HQSMS,30/07/2018,0000043360,ACCENTURE AG,CHE,COMPUTER SERVICES,"126,639"
JOR01,30/07/2018,0000005341,Shark for Security and Armed Protection,JOR,SECURITY/ SAFETY SERVICES,"117,232"
KEN01,30/07/2018,0000010915,EQUITY BANK LTD -DADAAB,KEN,SECURITY/ SAFETY SERVICES,"187,055"
KEN01,30/07/2018,0000010916,WFP SOMALIA,KEN,CHARTERS,"184,620"
JOR01,29/07/2018,0000005340,Mindset,JOR,ENGINEERING SERVICES,"135,125"
HQSMS,27/07/2018,0000043333,Better Shelter RHU AB,SWE,PREFABRICATED House,"1,024,028"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
HQSMS,26/07/2018,0000043300,PUYOUNG IND CO. LTD,KOR,PLASTIC PRODUCTS (SHEETS & ROL,"184,988"
HQSMS,26/07/2018,0000043310,NRS Relief FZE,ARE,BEDCLOTHES/ MATRESSES/ TOWELS,"109,988"
HQSMS,26/07/2018,0000043315,ALPINTER,BEL,BLANKETS,"248,832"
HQSMS,26/07/2018,0000043322,NATIONAL TENT HOUSE,PAK,BLANKETS,"263,492"
HQSMS,26/07/2018,0000043323,SPARTAN RELIEF SUPPLIES LIMITED,KEN,BLANKETS,"150,142"
HQSMS,26/07/2018,0000043326,PARAMOUNT TARPAULIN INDUSTRIES,PAK,BLANKETS,"129,485"
HQSMS,26/07/2018,0000043332,NATIONAL TENT HOUSE,PAK,BLANKETS,"832,608"
LBN01,26/07/2018,0000002985,Development Analytics Ltd.,GBR,ENGINEERING SERVICES,"102,436"
LBN01,26/07/2018,0000002986,Wavemaker s.a.r.l,LBN,ADVERTISING/ INFORMATION SER,"300,000"
MRT01,26/07/2018,0000001121,ALY TIDJANY DIAGANA (ATD SARL),MRT,"STRUCTURAL MATERIALS ( TIMBER,","192,506"
RWA01,26/07/2018,0000001615,GREAT LAKES ENERGY LTD,RWA,SECURITY/ DETECTION EQUIP/ SUP,"234,976"
DONIK,25/07/2018,0000000552,SWISS AGENCY FOR DEVELPMNT & COOPERATION,GEO,BUSINESS/ ADMINISTRATIVE SER,"2,199,000"
DONIK,25/07/2018,0000000553,Norwegian Refugee council,NOR,BUSINESS/ ADMINISTRATIVE SER,"2,263,000"
DONIK,25/07/2018,0000000554,DANISH REFUGEE COUNCIL,DNK,BUSINESS/ ADMINISTRATIVE SER,"1,012,500"
DONIK,25/07/2018,0000000555,The Swedish Civil Contingencies,SWE,BUSINESS/ ADMINISTRATIVE SER,"827,000"
DONIK,25/07/2018,0000000556,RedR Australia Ltd,CHE,BUSINESS/ ADMINISTRATIVE SER,"597,000"
DONIK,25/07/2018,0000000557,DFID  (Dept for Int. Development),GBR,BUSINESS/ ADMINISTRATIVE SER,"505,000"
DONIK,25/07/2018,0000000558,Dept.Foreign Affairs devel. Co-operation,IRL,BUSINESS/ ADMINISTRATIVE SER,"136,000"
GRC01,25/07/2018,0000002985,PREPAID FINANCIAL SERVICES LTD,GBR,FINANCIAL SERVICES,"101,324"
HQSMS,25/07/2018,0000043278,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"317,900"
HQSMS,25/07/2018,0000043279,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"354,000"
HQSMS,25/07/2018,0000043282,PARAMOUNT TARPAULIN INDUSTRIES,PAK,BLANKETS,"154,378"
HQSMS,25/07/2018,0000043284,KITCHEN ESSENTIALS,IND,KITCHENWARE,"393,260"
HQSMS,25/07/2018,0000043287,TECHNO RELIEF OVERSEAS (I) PVT LTD,IND,KITCHENWARE,"210,904"
HQSMS,25/07/2018,0000043289,VISHAL METAL INDUSTRIES,IND,KITCHENWARE,"431,730"
HQSMS,25/07/2018,0000043292,NRS Relief FZE,ARE,BEDCLOTHES/ MATRESSES/ TOWELS,"199,604"
HQSMS,25/07/2018,0000043293,W.Giertsen Energy Solutions AS,NOR,LAMP/ LAMP COMPONENTS,"473,141"
HQSMS,25/07/2018,0000043297,Shree Balaji Woollen Mills,IND,BLANKETS,"133,358"
JOR01,25/07/2018,0000005339,UNITED NATIONS DEVELOPMENT PROGRAMME,YEM,EDUCATION/ TRAINING SERVICES,"135,137"
KEN01,25/07/2018,0000010912,DALBIT PETROLEUM LIMITED,KEN,DIESEL,"238,046"
KEN01,25/07/2018,0000010913,DALBIT PETROLEUM LIMITED,KEN,DIESEL,"166,821"
RWCBI,25/07/2018,0000000023,EQUITY BANK LIMITED-RWANDA,RWA,FINANCIAL SERVICES,"177,105"
SYCBI,25/07/2018,0000000006,ASYLUM SEEKERS/REFUGEES,SYR,BUSINESS/ ADMINISTRATIVE SER,"1,133,825"
SYCBI,25/07/2018,0000000007,ASYLUM SEEKERS/REFUGEES,SYR,BUSINESS/ ADMINISTRATIVE SER,"281,097"
TUR01,25/07/2018,0000004884,SECURITAS GUVENLIK SISTEMLERI A.S.,TUR,SECURITY/ SAFETY SERVICES,"1,400,126"
GRCBI,24/07/2018,0000000014,PREPAID FINANCIAL SERVICES LTD,GBR,BUSINESS/ ADMINISTRATIVE SER,"2,564,792"
GRCBI,24/07/2018,0000000015,PREPAID FINANCIAL SERVICES LTD,GBR,BUSINESS/ ADMINISTRATIVE SER,"1,956,088"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
GRCBI,24/07/2018,0000000016,PREPAID FINANCIAL SERVICES LTD,GBR,BUSINESS/ ADMINISTRATIVE SER,"1,124,838"
HQSMS,24/07/2018,0000043273,Lithotech Exports,ZAF,POWER GENERATORS,"259,213"
HQSMS,24/07/2018,0000043274,ALPINTER,BEL,BLANKETS,"608,256"
HQSMS,24/07/2018,0000043275,NRS Relief FZE,ARE,BLANKETS,"1,361,059"
IRQ01,24/07/2018,0000003494,Iraq Wallet,IRQ,BUSINESS/ ADMINISTRATIVE SER,"304,000"
LBCBI,24/07/2018,0000000077,Banque Libano Francais s.a.l,LBN,BUSINESS/ ADMINISTRATIVE SER,"5,251,225"
LBCBI,24/07/2018,0000000078,Banque Libano Francais s.a.l,LBN,BUSINESS/ ADMINISTRATIVE SER,"255,325"
YEM01,24/07/2018,0000003363,Efficiency World Traiding Company,YEM,WOOD POLES,"243,817"
DONIK,23/07/2018,0000000550,Fast Retailing Co. Ltd.,JPN,CLOTHING,"136,275"
HQSMS,23/07/2018,0000043261,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"1,179,120"
HQSMS,23/07/2018,0000043264,PLANSON INTERNATIONAL CO.,USA,PRINTER/ PRINTER ACCESSORIES,"159,330"
LBCBI,23/07/2018,0000000073,Banque Libano Francais s.a.l,LBN,FINANCIAL SERVICES,"116,850"
LBCBI,23/07/2018,0000000074,Banque Libano Francais s.a.l,LBN,FINANCIAL SERVICES,"261,800"
LBN01,23/07/2018,0000002977,Luna For General Trading,LBN,MAINTENANCE/ CONSTRUCTION SER,"500,000"
HQSMS,20/07/2018,0000043254,PLANSON INTERNATIONAL CORPORATION,USA,COMPUTERS,"100,567"
AZCBI,19/07/2018,0000000002,REFUGEES & ASYLUM SEEKERS,AZE,FINANCIAL SERVICES,"182,880"
CMCBI,19/07/2018,0000000001,MTN CAMEROON,CMR,BUSINESS/ ADMINISTRATIVE SER,"242,801"
COD01,19/07/2018,0000007339,UNHAS RDC,COD,MEETING/TRAVEL/ FOOD SER,"378,000"
GRC01,19/07/2018,0000002978,KUEHNE AND NAGEL AE METAFORWN,GRC,CARGO/PASSENGER TRANSPORT,"322,917"
LBN01,19/07/2018,0000002972,ARCH Consulting S.A.R.L,LBN,PHOTO/ GRAPHIC/ DESIGN SER,"221,298"
EGCBI,18/07/2018,0000000003,Egyptian Post Authority,EGY,FINANCIAL SERVICES,"158,532"
ETH01,18/07/2018,0000006863,LION SECURITY SERVICES PLC,ETH,SECURITY/ SAFETY SERVICES,"144,618"
HQSMS,18/07/2018,0000043233,Salesforce.com,GBR,ADVERTISING/ INFORMATION SER,"113,000"
HQSMS,18/07/2018,0000043243,Panalpina Danmark Filial af Panalpina AB,DNK,CARGO/PASSENGER TRANSPORT,"619,980"
IRQ01,18/07/2018,0000003442,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"2,144,027"
IRQ01,18/07/2018,0000003492,Twana Lazim Shekho Company,IRQ,MAINTENANCE/ CONSTRUCTION SER,"1,412,000"
YEM01,18/07/2018,0000003356,Mohammed Al-Hadi office,YEM,STORAGE/PACKING/HANDLING,"548,534"
DONIK,17/07/2018,0000000549,Norwegian Refugee council,NOR,BUSINESS/ ADMINISTRATIVE SER,"180,000"
GRCBI,17/07/2018,0000000012,PREPAID FINANCIAL SERVICES LTD,GBR,BUSINESS/ ADMINISTRATIVE SER,"235,602"
GRCBI,17/07/2018,0000000013,PREPAID FINANCIAL SERVICES LTD,GBR,BUSINESS/ ADMINISTRATIVE SER,"185,877"
HQSMS,17/07/2018,0000043223,Carfax Private Tutors FZ LLC,ARE,EDUCATION/ TRAINING SERVICES,"101,375"
HQSMS,17/07/2018,0000043230,PLANSON INTERNATIONAL CORPORATION,USA,COMPUTERS,"170,855"
SYR01,17/07/2018,0000005061,FOUR SEASONS HOTEL,SYR,BUSINESS/ ADMINISTRATIVE SER,"198,486"
HQSMS,16/07/2018,0000043212,Better Shelter RHU AB,SWE,PREFABRICATED House,"182,500"
HQSMS,16/07/2018,0000043213,UN Office for Project Service (UNOPS),DNK,SECURITY/ SAFETY SERVICES,"158,693"
JOR01,16/07/2018,0000005329,Shark for Security and Armed Protection,JOR,SECURITY/ SAFETY SERVICES,"1,049,872"
LBN01,16/07/2018,0000003014,PROTECTRON,LBN,SECURITY/ SAFETY SERVICES,"1,278,239"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
SYR01,16/07/2018,0000005056,"IRIS KIM,INC",USA,BEDCLOTHES/ MATRESSES/ TOWELS,"591,360"
SYR01,16/07/2018,0000005057,BEIJING HJC IMPORT AND EXPORT CO.LTD,CHN,BEDCLOTHES/ MATRESSES/ TOWELS,"218,400"
SYR01,16/07/2018,0000005058,Triple K Trade and Services SAL Offshore,LBN,BEDCLOTHES/ MATRESSES/ TOWELS,"190,400"
BGD01,15/07/2018,0000001581,Infinity Construction,BGD,MAINTENANCE/ CONSTRUCTION SER,"122,458"
YEM01,14/07/2018,0000003353,Al-sharq For Foam And Textil Industrial,YEM,BEDCLOTHES/ MATRESSES/ TOWELS,"2,928,900"
HQSMS,13/07/2018,0000043203,SMARTER NOT HARDER,BEL,EDUCATION/ TRAINING SERVICES,"223,600"
NLD01,13/07/2018,0000000050,Streetwise Marketing& Promotion Group BV,NLD,ADVERTISING/ INFORMATION SER,"167,257"
HQSMS,12/07/2018,0000043191,PARAMOUNT TARPAULIN INDUSTRIES,PAK,BLANKETS,"180,229"
HQSMS,12/07/2018,0000043192,Shree Balaji Woollen Mills,IND,BLANKETS,"162,994"
MMR01,12/07/2018,0000002233,Daw KHIN AYE,MMR,BUSINESS/ ADMINISTRATIVE SER,"135,000"
RSHNA,12/07/2018,0000001320,AFRICAN POPULATION HEALTH RESEARCH CENTR,KEN,BUSINESS/ ADMINISTRATIVE SER,"150,026"
RWA01,12/07/2018,0000001612,PECOB LTD,RWA,MAINTENANCE/ CONSTRUCTION SER,"131,144"
SYR01,12/07/2018,0000005054,UNDP,USA,BUSINESS/ ADMINISTRATIVE SER,"637,507"
TUR01,12/07/2018,0000004845,ADECCO HIZMET VE DANISMANLIK A.S,TUR,BUSINESS/ ADMINISTRATIVE SER,"105,433"
UNOPS,12/07/2018,0000000310,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"217,740"
JORMN,11/07/2018,0000000419,Faris Zuhair Hermez Hermez,JOR,BUSINESS/ ADMINISTRATIVE SER,"112,994"
SYR01,11/07/2018,0000005053,UNDP,USA,BUSINESS/ ADMINISTRATIVE SER,"409,248"
UNOPS,11/07/2018,0000000309,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"393,196"
ZAF01,11/07/2018,0000001657,NAMIB MILLS (PTY) LTD,NAM,MAIZE/CORN,"159,503"
HQSMS,10/07/2018,0000043168,Better Shelter RHU AB,SWE,PREFABRICATED House,"669,167"
HQSMS,10/07/2018,0000043172,NOVACOM SERVICES,FRA,SATELLITE EQUIP/ ACCESSORIES,"342,510"
KOR01,10/07/2018,0000000849,"Will and Vision Co., LTD.",KOR,ADVERTISING/ INFORMATION SER,"106,771"
SYR01,10/07/2018,0000005051,KHULUD SIRRI HALABI / DHL Express,LBN,STORAGE/PACKING/HANDLING,"423,464"
UNOPS,10/07/2018,0000000308,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"365,082"
GRC01,09/07/2018,0000002959,ZORPIDIS A.E.E. TOYRISTIKON KSENODOX.,GRC,CARGO/PASSENGER TRANSPORT,"111,111"
LBCBI,09/07/2018,0000000068,Banque Libano Francais s.a.l,LBN,BUSINESS/ ADMINISTRATIVE SER,"118,300"
LBCBI,09/07/2018,0000000069,Banque Libano Francais s.a.l,LBN,BUSINESS/ ADMINISTRATIVE SER,"118,300"
LBCBI,09/07/2018,0000000070,Banque Libano Francais s.a.l,LBN,BUSINESS/ ADMINISTRATIVE SER,"119,875"
LBCBI,09/07/2018,0000000071,Banque Libano Francais s.a.l,LBN,BUSINESS/ ADMINISTRATIVE SER,"133,525"
TUR01,09/07/2018,0000004840,SAHRA CEVIRI ARASTIRMA VE DAN. HIZ. LTD.,TUR,WRITING/TRANSLATION/ INTERPRET,"1,142,346"
UNOPS,09/07/2018,0000000307,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"266,341"
HQSMS,06/07/2018,0000043150,TRUELITE ENERGY TRADING LLC,ARE,LAMP/ LAMP COMPONENTS,"899,000"
HQSMS,06/07/2018,0000043155,W.Giertsen Energy Solutions AS,NOR,LAMP/ LAMP COMPONENTS,"212,674"
GRC01,05/07/2018,0000002940,ZORPIDIS A.E.E. TOYRISTIKON KSENODOX.,GRC,CARGO/PASSENGER TRANSPORT,"112,847"
TCD01,05/07/2018,0000006382,WFP CHAD IMPREST ACCOUNT XAF,TCD,MEETING/TRAVEL/ FOOD SER,"185,331"
TRCBI,05/07/2018,0000000012,PTTBANK,TUR,BUSINESS/ ADMINISTRATIVE SER,"210,281"
UNOPS,05/07/2018,0000000059,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"110,400"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
KEN01,04/07/2018,0000010885,DALBIT PETROLEUM LIMITED,KEN,DIESEL,"119,041"
KOR01,04/07/2018,0000000848,DTV Asia Ltd.,HKG,ADVERTISING/ INFORMATION SER,"116,752"
TUR01,04/07/2018,0000004831,BPR DANISMANLIK,TUR,FINANCIAL SERVICES,"156,600"
UGA01,04/07/2018,0000006861,MUKWANO INDUSTRIES UGANDA LIMITED,UGA,SOAP/CLEANING /HYGIENE SUPPLIE,"478,819"
UNOPS,04/07/2018,0000000306,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"286,390"
HQSMS,03/07/2018,0000043118,Better Shelter RHU AB,SWE,PREFABRICATED House,"892,222"
HQSMS,03/07/2018,0000043123,KUEHNE + NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"123,480"
JOR01,03/07/2018,0000005320,FINE HYGIENIC PAPER CO.,JOR,PERSONAL CARE PRODUCTS,"248,588"
KEN01,03/07/2018,0000010882,ARYSTA LIFESCIENCE LIMITED,KEN,MISC MEDICAL SUPPLIES,"150,080"
SSD01,03/07/2018,0000003505,"World Food Programme, South Sudan",ITA,BUSINESS/ ADMINISTRATIVE SER,"119,260"
TCD01,03/07/2018,0000006379,UNDP,TCD,HEALTHCARE SERVICES,"154,679"
UNOPS,03/07/2018,0000000305,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"593,950"
ETCBI,02/07/2018,0000000008,Commerical Bank of Ethiopia,ETH,BUSINESS/ ADMINISTRATIVE SER,"144,187"
HQSMS,02/07/2018,0000043117,KUEHNE + NAGEL A/S,DNK,CHARTERS,"146,000"
LBN01,01/07/2018,0000002968,AGILITY LOGISTICS LEBANON SAL,LBN,STORAGE/PACKING/HANDLING,"286,350"
GRC01,29/06/2018,0000002918,KIMONAS SAXIONIS-X.SAXIONI OE,GRC,MEETING/TRAVEL/ FOOD SER,"438,679"
GRCBI,29/06/2018,0000000009,PREPAID FINANCIAL SERVICES LTD,GBR,BUSINESS/ ADMINISTRATIVE SER,"3,150,834"
GRCBI,29/06/2018,0000000011,PREPAID FINANCIAL SERVICES LTD,GBR,BUSINESS/ ADMINISTRATIVE SER,"121,509"
HQSMS,29/06/2018,0000043081,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"231,200"
HQSMS,29/06/2018,0000043082,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"150,280"
HQSMS,29/06/2018,0000043083,Special Contingency Risks Limited,GBR,INSURANCE SERVICES,"390,500"
HQSMS,29/06/2018,0000043086,VISHAL METAL INDUSTRIES,IND,KITCHENWARE,"317,099"
HQSMS,29/06/2018,0000043092,W.Giertsen Energy Solutions AS,NOR,LAMP/ LAMP COMPONENTS,"212,674"
KEN01,29/06/2018,0000010876,DALBIT PETROLEUM LIMITED,KEN,DIESEL,"118,525"
CAF01,28/06/2018,0000002013,FOX SECURITE PRIVEE,CAF,SECURITY/ SAFETY SERVICES,"166,861"
GRC01,28/06/2018,0000002913,ARKAT A.E.,GRC,BUSINESS/ ADMINISTRATIVE SER,"215,802"
GRCBI,28/06/2018,0000000008,PREPAID FINANCIAL SERVICES LTD,GBR,BUSINESS/ ADMINISTRATIVE SER,"2,229,752"
HQSMS,28/06/2018,0000043068,Aidbuilder International APS,DNK,ADVERTISING/ INFORMATION SER,"157,000"
HQSMS,28/06/2018,0000043071,K. ARANO AND CO. LTD.,JPN,GENERAL CARGO TRUCKS,"241,028"
HQSMS,28/06/2018,0000043073,Wavemaker Global Limited,GBR,ADVERTISING/ INFORMATION SER,"205,000"
HQSMS,28/06/2018,0000043077,DAMCO DENMARK A/S,DNK,CARGO/PASSENGER TRANSPORT,"108,290"
HQSMS,28/06/2018,0000043079,TOYOTA MOTOR CORPORATION,JPN,4x4 SC PICP-UP,"399,633"
HQSMS,28/06/2018,0000043079,TOYOTA MOTOR CORPORATION,JPN,4x4 STATION WAGON,"1,954,449"
HQSMS,28/06/2018,0000043079,TOYOTA MOTOR CORPORATION,JPN,MINIBUS,"300,808"
JOCBI,28/06/2018,0000000010,Cairo Amman Bank,JOR,BUSINESS/ ADMINISTRATIVE SER,"5,634,393"
JOCBI,28/06/2018,0000000011,Cairo Amman Bank,JOR,FINANCIAL SERVICES,"127,119"
TDCBI,28/06/2018,0000000010,MILLICOM TCHAD/HCR,TCD,FINANCIAL SERVICES,"186,533"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
YEM01,28/06/2018,0000003344,UNITED NATIONS DEVELOPMENT PROGRAMME,YEM,SECURITY/ SAFETY SERVICES,"972,116"
YEM01,28/06/2018,0000003344,UNITED NATIONS DEVELOPMENT PROGRAMME,YEM,STRUCTURAL BUILDING PRODUCTS /,"1,510,497"
YEM01,28/06/2018,0000003345,ALHUBAISHI BRO CO. FOR SPONGE INDUSTRY,YEM,BEDCLOTHES/ MATRESSES/ TOWELS,"126,100"
GRCBI,27/06/2018,0000000004,PREPAID FINANCIAL SERVICES LTD,GBR,BUSINESS/ ADMINISTRATIVE SER,"185,483"
GRCBI,27/06/2018,0000000005,PREPAID FINANCIAL SERVICES LTD,GBR,BUSINESS/ ADMINISTRATIVE SER,"294,691"
HQSMS,27/06/2018,0000043064,TOYOTA MOTOR CORPORATION,JPN,4x4 DC PICK-UP,"212,922"
HQSMS,27/06/2018,0000043064,TOYOTA MOTOR CORPORATION,JPN,4x4 SC PICP-UP,"219,749"
HQSMS,27/06/2018,0000043064,TOYOTA MOTOR CORPORATION,JPN,4x4 STATION WAGON,"2,561,540"
HQSMS,27/06/2018,0000043064,TOYOTA MOTOR CORPORATION,JPN,TERRAIN VEHICLES,"319,171"
IRQ01,27/06/2018,0000003480,Iraq Wallet,IRQ,BUSINESS/ ADMINISTRATIVE SER,"3,658,400"
KEN01,27/06/2018,0000010872,DALBIT PETROLEUM LIMITED,KEN,DIESEL,"144,052"
UNOPS,27/06/2018,0000000302,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"407,781"
UNOPS,27/06/2018,0000000303,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"101,954"
YEM01,27/06/2018,0000003332,ALSAQR Company for Civil Security Servic,YEM,SECURITY/ SAFETY SERVICES,"303,854"
YEM01,27/06/2018,0000003333,Al-sharq For Foam And Textil Industrial,YEM,BEDCLOTHES/ MATRESSES/ TOWELS,"121,000"
YEM01,27/06/2018,0000003335,Efficiency World Traiding Company,YEM,WOOD POLES,"766,920"
YEM01,27/06/2018,0000003337,SAMAR FOR IMPORT,YEM,ROPES/ CHAINS/ WIRES,"171,750"
YEM01,27/06/2018,0000003338,UNITED IMPORT TRADE,YEM,STRUCTURAL BUILDING PRODUCTS /,"486,000"
YEM01,27/06/2018,0000003341,STALLION SECURITY & SAFETY SERVICES LTD.,YEM,SECURITY/ SAFETY SERVICES,"305,706"
HQSMS,26/06/2018,0000043052,KUEHNE + NAGEL A/S,DNK,STORAGE/PACKING/HANDLING,"728,980"
SAU01,26/06/2018,0000001314,YOUNG & RUBICAM FZ LLC,ARE,ADVERTISING/ INFORMATION SER,"232,055"
SSD01,26/06/2018,0000003494,Tristar Transport LLC,ARE,DIESEL,"173,610"
UNOPS,26/06/2018,0000000040,UN Office for Project Service (UNOPS),DNK,FINANCIAL SERVICES,"1,259,475"
EGCBI,25/06/2018,0000000002,Egyptian Post Authority,EGY,BUSINESS/ ADMINISTRATIVE SER,"2,831,779"
