Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
IRQ01,04/12/2017,0000003293,Al Sami General Trade Company Ltd.,JOR,BEDCLOTHES/ MATRESSES/ TOWELS,"149,965"
IRQ01,04/12/2017,0000003294,Al Sami General Trade Company Ltd.,JOR,HOUSEHOLD FURNITURE/EQUIPMENT,"149,930"
IRQ01,04/12/2017,0000003296,TOP SOURCES TRADING LTD,HKG,COOKING STOVES,"130,186"
IRQ01,04/12/2017,0000003297,Anwar Alslalah Co.,IRQ,AIR CONDITIONING EQUIP/ SUPPL,"154,999"
SSD01,04/12/2017,0000003268,WS INSIGHT LIMITED,KEN,SECURITY/ SAFETY SERVICES,"200,200"
YEM01,04/12/2017,0000003210,AL-AMAL MICROFINANCE BANK,YEM,FINANCIAL SERVICES,"360,000"
HQSMS,03/12/2017,0000040676,DANOFFICE PLC,DNK,COMPUTERS,"144,780"
JOR01,03/12/2017,0000004973,Shark for Security and Armed Protection,JOR,SECURITY/ SAFETY SERVICES,"297,864"
BGD01,01/12/2017,0000001255,M/s. Zim Traders,BGD,FUELS (UNSPECIFIED),"128,040"
HQSMS,01/12/2017,0000040659,FOOD AND AGRICULTURE ORGANIZATION,USA,FINANCIAL SERVICES,"100,000"
HQSMS,01/12/2017,0000040661,Elixirr Partners LLP,GBR,FINANCIAL SERVICES,"150,000"
HQSMS,01/12/2017,0000040662,W.Giertsen Energy Solutions AS,NOR,LAMP/ LAMP COMPONENTS,"438,492"
IND01,01/12/2017,0000000528,"Land and Development Officer, New Delhi",IND,BUSINESS/ ADMINISTRATIVE SER,"616,456"
THA01,01/12/2017,0000001509,APPCO LIMITED,THA,ADVERTISING/ INFORMATION SER,"521,049"
TUR01,01/12/2017,0000004155,PTTBANK,TUR,BUSINESS/ ADMINISTRATIVE SER,"3,888,726"
TUR01,01/12/2017,0000004156,ADECCO HIZMET VE DANISMANLIK A.S,TUR,BUSINESS/ ADMINISTRATIVE SER,"487,324"
HQSMS,30/11/2017,0000040631,TRUELITE ENERGY TRADING LLC,ARE,LAMP/ LAMP COMPONENTS,"134,850"
KEN01,30/11/2017,0000010333,UNITED NATIONS OFFICE AT NAIROBI,KEN,SECURITY/ SAFETY SERVICES,"126,000"
TUR01,30/11/2017,0000004150,PTTBANK,TUR,BUSINESS/ ADMINISTRATIVE SER,"5,149,869"
HQSMS,29/11/2017,0000040602,TECHNO RELIEF OVERSEAS (I) PVT LTD,IND,KITCHENWARE,"148,632"
HQSMS,29/11/2017,0000040604,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"1,277,380"
HQSMS,29/11/2017,0000040606,W.Giertsen Energy Solutions AS,NOR,LAMP/ LAMP COMPONENTS,"967,788"
HQSMS,29/11/2017,0000040612,DON'T USE (REPLACED WITH 189978),KEN,MARINE TRANSPORT,"129,636"
HQSMS,29/11/2017,0000040614,NATIONAL TENT HOUSE,PAK,BLANKETS,"193,545"
HQSMS,29/11/2017,0000040620,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"210,816"
HQSMS,29/11/2017,0000040624,NATIONAL TENT HOUSE,PAK,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"128,092"
JOR01,29/11/2017,0000004970,Al-Edwan Contracting Company,JOR,MAINTENANCE/ CONSTRUCTION SER,"104,703"
PAK01,29/11/2017,0000005634,ATI ENVIRONMENT,FRA,MISC MEDICAL SUPPLIES,"389,082"
PAK01,29/11/2017,0000005636,AKHUNZADA FAZAL JAMIL & CO,PAK,MAINTENANCE/ CONSTRUCTION SER,"1,244,113"
TUR01,29/11/2017,0000004142,ADECCO HIZMET VE DANISMANLIK A.S,TUR,BUSINESS/ ADMINISTRATIVE SER,"125,316"
DJI01,28/11/2017,0000000954,Entreprise MHA,DJI,MAINTENANCE/ CONSTRUCTION SER,"108,299"
HQSMS,28/11/2017,0000040576,Shree Balaji Woollen Mills,IND,BLANKETS,"167,270"
HQSMS,28/11/2017,0000040579,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"212,760"
HQSMS,28/11/2017,0000040587,NATIONAL TENT HOUSE,PAK,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"292,781"
HQSMS,28/11/2017,0000040588,WORLD FOOD PROGRAMME (WFP),ARE,FINANCIAL SERVICES,"110,000"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
HQSMS,28/11/2017,0000040596,TOYOTA MOTOR CORPORATION,JPN,BUS,"276,679"
SSD01,28/11/2017,0000003211,WS INSIGHT LIMITED,KEN,SECURITY/ SAFETY SERVICES,"211,800"
SYR01,28/11/2017,0000004862,ETAC SAL,LBN,CONCRETE/ CEMENT/ PLASTER,"278,242"
SYR01,28/11/2017,0000004862,ETAC SAL,LBN,LAMP/ LAMP COMPONENTS,"1,056,871"
SYR01,28/11/2017,0000004862,ETAC SAL,LBN,SOLAR GENERATORS/ SUPPLIES,"320,636"
TCD01,28/11/2017,0000006151,ENTREPRISE DAGAZ,TCD,MAINTENANCE/ CONSTRUCTION SER,"117,991"
TCD01,28/11/2017,0000006152,ENTREPRISE WADI KONDOKO,TCD,MAINTENANCE/ CONSTRUCTION SER,"118,250"
TZA01,28/11/2017,0000003971,ENGEN PETROLEUM (TANZANIA) LTD,TZA,DIESEL,"185,197"
ZWE01,28/11/2017,0000000762,SHREYA INVESTMENTS P/L T/A BOWLINE FURNI,ZWE,BEDCLOTHES/ MATRESSES/ TOWELS,"118,881"
ZWE01,28/11/2017,0000000764,The United Nations World Food Program,ZWE,REGISTRATION SUPPLIES,"442,290"
DZA01,27/11/2017,0000000920,O.K.I. GENERAL TRADING LLC,ARE,GENERAL CARGO TRUCKS,"122,950"
GRC01,27/11/2017,0000002502,KUEHNE + NAGEL,GRC,CARGO/PASSENGER TRANSPORT,"264,495"
HQSMS,27/11/2017,0000039466,EASTERN SURGICAL COMPANY,IND,MISC MEDICAL SUPPLIES,"212,088"
HQSMS,27/11/2017,0000040558,Shree Balaji Woollen Mills,IND,BLANKETS,"114,583"
HQSMS,27/11/2017,0000040562,TRUELITE ENERGY TRADING LLC,ARE,LAMP/ LAMP COMPONENTS,"134,850"
HQSMS,27/11/2017,0000040563,IMRES,NLD,MISC DRUGS,"164,763"
HQSMS,27/11/2017,0000040566,EASTERN SURGICAL COMPANY,IND,MISC MEDICAL SUPPLIES,"101,324"
NGA01,27/11/2017,0000001557,WESTITRUS NIG. LTD,NGA,RICE,"114,035"
SOM01,27/11/2017,0000002406,WFP SOMALIA,KEN,CARGO/PASSENGER TRANSPORT,"151,576"
AFG01,26/11/2017,0000004578,Wadan Rahimi LTD,AFG,HOUSEHOLD FURNITURE/EQUIPMENT,"115,050"
IRQ01,26/11/2017,0000003219,Idris Latif Hamad Ameen,IRQ,STORAGE/PACKING/HANDLING,"195,388"
IRQ01,26/11/2017,0000003284,Abnaa Al Abduly company,IRQ,BEDCLOTHES/ MATRESSES/ TOWELS,"1,077,205"
IRQ01,26/11/2017,0000003285,RWA Company,IRQ,SOAP/CLEANING /HYGIENE SUPPLIE,"170,000"
KEN01,26/11/2017,0000010317,WFP SOMALIA,KEN,CHARTERS,"150,000"
KEN01,26/11/2017,0000010318,WFP SOMALIA,KEN,CHARTERS,"250,000"
HQSMS,25/11/2017,0000040551,K. ARANO AND CO. LTD.,JPN,GENERAL CARGO TRUCKS,"687,108"
HQSMS,25/11/2017,0000040552,K. ARANO AND CO. LTD.,JPN,GENERAL CARGO TRUCKS,"582,695"
DONIK,24/11/2017,0000000481,VODAFONE FOUNDATION,GBR,MISC COMPUTER EQUIP/SUPPL,"106,250"
HQSMS,24/11/2017,0000040533,DANOFFICE PLC,DNK,COMPUTERS,"165,100"
HQSMS,24/11/2017,0000040539,K. ARANO AND CO. LTD.,JPN,GENERAL CARGO TRUCKS,"237,659"
KOR01,24/11/2017,0000000806,Group M Korea Co. Ltd.,KOR,ADVERTISING/ INFORMATION SER,"133,355"
LBR01,24/11/2017,0000002187,SETHI BROTHERS INC.,LBR,ROOFING MATERIAL,"146,000"
TUR01,24/11/2017,0000004130,ST MIMARI UYGULAMA A.S.,TUR,MAINTENANCE/ CONSTRUCTION SER,"101,790"
EGY01,23/11/2017,0000001994,Arab Medical Union (AMU),EGY,BUSINESS/ ADMINISTRATIVE SER,"288,387"
HQSMS,23/11/2017,0000040510,EASTERN SURGICAL COMPANY,IND,CARGO/PASSENGER TRANSPORT,"114,996"
HQSMS,23/11/2017,0000040510,EASTERN SURGICAL COMPANY,IND,MISC MEDICAL SUPPLIES,"1,676,958"
HQSMS,23/11/2017,0000040518,UNITED NATIONS OFFICE AT GENEVA,CHE,FINANCIAL SERVICES,"300,000"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
UGA01,23/11/2017,0000006425,ICON PROJECTS LIMITED,UGA,MAINTENANCE/ CONSTRUCTION SER,"872,803"
UGA01,23/11/2017,0000006432,ARC CONSTRUCTION AND SUPPLIES CO LTD,UGA,MAINTENANCE/ CONSTRUCTION SER,"141,463"
ETH01,22/11/2017,0000006159,SUGAR CORPORATION,ETH,FUELS (UNSPECIFIED),"150,000"
ETH01,22/11/2017,0000006162,TIWON CONSTRUCTION,ETH,MAINTENANCE/ CONSTRUCTION SER,"224,758"
HQSMS,22/11/2017,0000040499,Adobe Systems Software Ireland Limited,IRL,COMPUTER SERVICES,"155,155"
HQSMS,22/11/2017,0000040501,KEID S.A.L,LBN,AIR COOLED POWER GENERATORS,"103,070"
HQSMS,22/11/2017,0000040501,KEID S.A.L,LBN,WATER COOLED POWER GENERATORS,"576,850"
IRQ01,22/11/2017,0000003280,Al Sami General Trade Company Ltd.,JOR,BEDCLOTHES/ MATRESSES/ TOWELS,"307,500"
PAK01,22/11/2017,0000005624,Crystal Printers (NTN 0901734-8),PAK,PRINTED MEDIA,"137,874"
PAK01,22/11/2017,0000005625,SOLAR TECH (Pvt) Ltd (NTN 2546290-3),PAK,SOLAR GENERATORS/ SUPPLIES,"113,829"
SSD01,22/11/2017,0000003201,KUEHNE AND NAGEL A/S,DNK,CARGO/PASSENGER TRANSPORT,"110,000"
SSD01,22/11/2017,0000003202,ZHONGHAO OVERSEAS CONSTR. ENG. CO. LTD.,UGA,MAINTENANCE/ CONSTRUCTION SER,"307,587"
TUR01,22/11/2017,0000004096,MRC TASARIM PROJE YONETIMI,TUR,MAINTENANCE/ CONSTRUCTION SER,"219,429"
YEM01,22/11/2017,0000003199,Mohammed Al-Hadi office,YEM,CARGO/PASSENGER TRANSPORT,"376,472"
HQSMS,21/11/2017,0000040465,EDILSIDER S.P.A.,ITA,PREFABRICATED House,"275,951"
HQSMS,21/11/2017,0000040471,PARAMOUNT TARPAULIN INDUSTRIES,PAK,BLANKETS,"162,080"
HQSMS,21/11/2017,0000040478,TECHNO RELIEF OVERSEAS (I) PVT LTD,IND,BLANKETS,"377,645"
LBN01,21/11/2017,0000002650,ALBERT MASSAAD SARL,LBN,OFFICE FURNITURE,"108,480"
SYR01,21/11/2017,0000004856,AVAK Company,SYR,FLUID/ GAS DISTRIBUTION,"199,719"
TUR01,21/11/2017,0000004094,PTTBANK,TUR,BUSINESS/ ADMINISTRATIVE SER,"4,078,740"
ZWE01,21/11/2017,0000000761,THIGTECT ENTERPRISES P / L,ZWE,MAINTENANCE/ CONSTRUCTION SER,"105,031"
BRA01,20/11/2017,0000000405,COOPERATIVA AGROPECUARIA DOS CINCO POLOS,BRA,PREPARED/ PRESERVED FOODS,"100,218"
CAN01,20/11/2017,0000001087,Canada Post Corporation,CAN,BUSINESS/ ADMINISTRATIVE SER,"120,690"
CAN01,20/11/2017,0000001088,Direct Point Group,CAN,WRITING/TRANSLATION/ INTERPRET,"133,178"
CAN01,20/11/2017,0000001089,Direct Point Group,CAN,WRITING/TRANSLATION/ INTERPRET,"137,188"
DONIK,20/11/2017,0000000479,Fast Retailing Co. Ltd.,JPN,CLOTHING,"409,343"
HQSMS,20/11/2017,0000040437,Farmingtons AUTOMOTIVE Gmbh,DEU,ARMOURED VEHICLES,"3,139,690"
HQSMS,20/11/2017,0000040448,DAMCO DENMARK A/S,DNK,CARGO/PASSENGER TRANSPORT,"270,895"
HQSMS,20/11/2017,0000040457,DAMCO DENMARK A/S,DNK,CARGO/PASSENGER TRANSPORT,"119,875"
HQSMS,20/11/2017,0000040459,TOYOTA MOTOR CORPORATION,JPN,BUS,"103,755"
IRQ01,20/11/2017,0000003279,ENERGY LOGISTICS,IRQ,CARGO/PASSENGER TRANSPORT,"412,993"
LBN01,20/11/2017,0000002645,ELECTRICITE DU LIBAN,LBN,UTILITIES,"102,649"
TUR01,20/11/2017,0000004091,TNR PREFABRIK,TUR,PREFABRICATED House,"216,970"
YEM01,20/11/2017,0000003193,SAMADAN STORES,YEM,BEDCLOTHES/ MATRESSES/ TOWELS,"195,300"
YEM01,20/11/2017,0000003194,SAMADAN STORES,YEM,BEDCLOTHES/ MATRESSES/ TOWELS,"1,473,120"
JOR01,19/11/2017,0000004940,Al Sanabel Converting Industries CO.LTD,JOR,PERSONAL CARE PRODUCTS,"126,564"
JOR01,19/11/2017,0000004941,Bibars Foam MFG.,JOR,BEDCLOTHES/ MATRESSES/ TOWELS,"186,869"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
JOR01,19/11/2017,0000004942,FINE HYGIENIC PAPER CO.,JOR,PERSONAL CARE PRODUCTS,"531,856"
JORMN,19/11/2017,0000000353,IrisGuard Inc,GBR,COMPUTER SERVICES,"333,499"
JORMN,19/11/2017,0000000353,IrisGuard Inc,GBR,REGISTRATION EQUIP,"383,080"
SYR01,19/11/2017,0000004850,BAALBAKI GROUP SA (OFF-SHORE) LTD,LBN,BEDCLOTHES/ MATRESSES/ TOWELS,"2,270,000"
HQSMS,18/11/2017,0000040418,KEID S.A.L,LBN,WATER COOLED POWER GENERATORS,"239,071"
HQSMS,18/11/2017,0000040421,ELCA INFORMATIQUE SA,CHE,COMPUTER SERVICES,"125,125"
HQSMS,18/11/2017,0000040424,HCL Technologies Limited,IND,FINANCIAL SERVICES,"226,630"
HQSMS,18/11/2017,0000040427,WHO (UNICC),CHE,COMPUTER SERVICES,"415,000"
HQSMS,18/11/2017,0000040429,Open Systems AG,CHE,SECURITY/ SAFETY SERVICES,"100,326"
HQSMS,17/11/2017,0000040390,NATIONAL TENT HOUSE,PAK,BLANKETS,"467,733"
HQSMS,17/11/2017,0000040391,PARAMOUNT TARPAULIN INDUSTRIES,PAK,BLANKETS,"135,717"
HQSMS,17/11/2017,0000040400,DANOFFICE PLC,DNK,COMPUTERS,"145,530"
LBN01,17/11/2017,0000002635,STE. TELESUPPORT INTERNATIONAL SAL,LBN,FINANCIAL SERVICES,"490,537"
LBN01,17/11/2017,0000002636,NEXtCARE LEBANON SAL,LBN,CIVIL AFFAIRS SERVICES,"20,051,684"
SOM01,17/11/2017,0000002395,WFP SOMALIA,KEN,MEETING/TRAVEL/ FOOD SER,"205,000"
TCD01,17/11/2017,0000006134,Norwegian Refugee council,NOR,BUSINESS/ ADMINISTRATIVE SER,"213,437"
TCD01,17/11/2017,0000006136,WFP CHAD IMPREST ACCOUNT XAF,TCD,MEETING/TRAVEL/ FOOD SER,"185,955"
UGA01,17/11/2017,0000006415,MULTIPLE INDUSTRIES LIMITED,UGA,WATER BUCKET/ BASINE,"271,664"
HQSMS,16/11/2017,0000040362,W.Giertsen Energy Solutions AS,NOR,LAMP/ LAMP COMPONENTS,"322,596"
HQSMS,16/11/2017,0000040368,W.Giertsen Energy Solutions AS,NOR,LAMP/ LAMP COMPONENTS,"795,737"
HQSMS,16/11/2017,0000040370,PUYOUNG IND CO. LTD,KOR,PLASTIC PRODUCTS (SHEETS & ROL,"147,990"
HQSMS,16/11/2017,0000040374,PUYOUNG IND CO. LTD,KOR,PLASTIC PRODUCTS (SHEETS & ROL,"131,120"
HQSMS,16/11/2017,0000040376,ALPINTER,BEL,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"391,500"
KOR01,16/11/2017,0000000805,DTV Asia Ltd.,HKG,ADVERTISING/ INFORMATION SER,"768,234"
TCD01,16/11/2017,0000006128,ENTREPRISE DENGLE GROUPE.SARL,TCD,MAINTENANCE/ CONSTRUCTION SER,"281,235"
TCD01,16/11/2017,0000006130,BIAC CONSULTING,TCD,MAINTENANCE/ CONSTRUCTION SER,"263,460"
DONIK,15/11/2017,0000000477,Fast Retailing Co. Ltd.,JPN,CLOTHING,"138,805"
DONIK,15/11/2017,0000000478,Fast Retailing Co. Ltd.,JPN,CLOTHING,"182,850"
HQSMS,15/11/2017,0000040313,MEC AFRICA LTD,KEN,ADVERTISING/ INFORMATION SER,"396,411"
HQSMS,15/11/2017,0000040321,DANOFFICE PLC,DNK,COMPUTERS,"152,400"
HQSMS,15/11/2017,0000040333,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"741,040"
HQSMS,15/11/2017,0000040338,HEMOCUE AB,SWE,MISC MEDICAL SUPPLIES,"112,594"
HQSMS,15/11/2017,0000040339,UNITED NATIONS OFFICE AT GENEVA,CHE,FINANCIAL SERVICES,"100,000"
SSD01,15/11/2017,0000003196,TAAM PETROLEUM LTD.,KEN,DIESEL,"905,000"
SYR01,15/11/2017,0000004844,KHULUD SIRRI HALABI / DHL Express,LBN,STORAGE/PACKING/HANDLING,"218,459"
UGA01,15/11/2017,0000006403,DANISH REFUGEE COUNCIL,DNK,BUSINESS/ ADMINISTRATIVE SER,"128,646"
DONIK,14/11/2017,0000000475,VODAFONE FOUNDATION,GBR,MISC COMPUTER EQUIP/SUPPL,"136,250"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
DONIK,14/11/2017,0000000476,TOMS SHOES LLC,USA,FOOTWEAR,"592,710"
HQSMS,14/11/2017,0000040293,BOSS COMPANY APS,DNK,OFFICE FURNITURE,"188,998"
HQSMS,14/11/2017,0000040294,DALMAR TRANSPORTERS LTD,KEN,CARGO/PASSENGER TRANSPORT,"180,000"
HQSMS,14/11/2017,0000040295,TOYOTA MOTOR CORPORATION,JPN,4x4 DC PICK-UP,"124,087"
HQSMS,14/11/2017,0000040295,TOYOTA MOTOR CORPORATION,JPN,4x4 STATION WAGON,"1,811,934"
HQSMS,14/11/2017,0000040295,TOYOTA MOTOR CORPORATION,JPN,MINIBUS,"116,919"
HQSMS,14/11/2017,0000040310,Scan Global Logistics A/S,DNK,TRANSPORT SUPPORT,"136,800"
JORMN,14/11/2017,0000000352,IrisGuard Inc,GBR,COMPUTER SERVICES,"433,499"
JORMN,14/11/2017,0000000352,IrisGuard Inc,GBR,REGISTRATION EQUIP,"345,499"
SYR01,14/11/2017,0000004839,FOUR SEASONS HOTEL,SYR,BUSINESS/ ADMINISTRATIVE SER,"174,736"
TUR01,14/11/2017,0000004051,PTTBANK,TUR,BUSINESS/ ADMINISTRATIVE SER,"353,528"
TUR01,14/11/2017,0000004052,PTTBANK,TUR,BUSINESS/ ADMINISTRATIVE SER,"145,002"
AFG01,13/11/2017,0000004562,Ruhullah Afghan Europe Logistic Services,AFG,TRANSPORT SUPPORT,"230,200"
GRC01,13/11/2017,0000002467,ADDMA,GRC,CIVIL AFFAIRS SERVICES,"2,124,436"
HQSMS,12/11/2017,0000040262,PLANSON INTERNATIONAL CORPORATION,USA,COMPUTERS,"314,280"
SPAGR,10/11/2017,0000000001,DANISH REFUGEE COUNCIL,DNK,BUSINESS/ ADMINISTRATIVE SER,"464,763"
TUR01,10/11/2017,0000004025,KULTUR SANAT BASIMEVI REKL. VE ORG. SAN,TUR,PRINTED MEDIA,"610,358"
AFG01,09/11/2017,0000004560,ALI SHANG MSP,AFG,FINANCIAL SERVICES,"117,000"
AFG01,09/11/2017,0000004561,ALI SHANG MSP,AFG,FINANCIAL SERVICES,"280,000"
AGO01,09/11/2017,0000000871,ALI HAMID,AGO,PREPARED/ PRESERVED FOODS,"227,896"
BDI01,09/11/2017,0000001097,INTERPETROL BURUNDI,BDI,DIESEL,"119,100"
BRA01,09/11/2017,0000000404,FACE ENGENHARIA LTDA,BRA,MAINTENANCE/ CONSTRUCTION SER,"106,523"
HQSMS,09/11/2017,0000040220,NATIONAL TENT HOUSE,PAK,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"719,600"
HQSMS,09/11/2017,0000040226,Samman and Partner Accountants Co.,JOR,FINANCIAL SERVICES,"108,000"
HQSMS,09/11/2017,0000040231,KEID S.A.L,LBN,WATER COOLED POWER GENERATORS,"1,054,280"
UGA01,09/11/2017,0000006396,Blue Pearls Co Limited,UGA,CARGO/PASSENGER TRANSPORT,"1,842,906"
UGA01,09/11/2017,0000006397,NILE STAR TRADE LINK,UGA,CARGO/PASSENGER TRANSPORT,"1,674,076"
UGA01,09/11/2017,0000006399,NASERA SUITES,CHE,CARGO/PASSENGER TRANSPORT,"152,759"
ETH01,08/11/2017,0000006088,LION SECURITY SERVICES PLC,ETH,SECURITY/ SAFETY SERVICES,"184,634"
HQSMS,08/11/2017,0000040181,TRUELITE ENERGY TRADING LLC,ARE,LAMP/ LAMP COMPONENTS,"269,700"
HQSMS,08/11/2017,0000040182,TRUELITE ENERGY TRADING LLC,ARE,LAMP/ LAMP COMPONENTS,"188,790"
HQSMS,08/11/2017,0000040185,SHANGHAI KOYO-ANP IMP.&EXP.CO,CHN,WATER COOLED POWER GENERATORS,"455,707"
JOR01,08/11/2017,0000004916,Cairo Amman Bank,JOR,BUSINESS/ ADMINISTRATIVE SER,"29,494,480"
JOR01,08/11/2017,0000004916,Cairo Amman Bank,JOR,FINANCIAL SERVICES,"489,299"
JOR01,08/11/2017,0000004917,Cairo Amman Bank,JOR,BUSINESS/ ADMINISTRATIVE SER,"6,763,931"
JOR01,08/11/2017,0000004917,Cairo Amman Bank,JOR,FINANCIAL SERVICES,"112,797"
KEN01,08/11/2017,0000010230,MULTITRADE INDUSTRIAL SUPPLIERS LTD,KEN,STRUCTURAL BUILDING PRODUCTS /,"145,514"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
TCD01,08/11/2017,0000006111,ITS/HOMERIDER,TCD,MEASURING/TESTING EQUIP/ SUPPL,"117,811"
YEM01,08/11/2017,0000003182,UNITED NATIONS DEVELOPMENT PROGRAMME,YEM,BUSINESS/ ADMINISTRATIVE SER,"471,489"
HQSMS,07/11/2017,0000040137,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"113,288"
HQSMS,07/11/2017,0000040144,ARMOURED PROJECT VEHICLE,GIB,ARMOURED VEHICLES,"532,003"
HQSMS,07/11/2017,0000040160,NRS Relief FZE,ARE,PLASTIC PRODUCTS (SHEETS & ROL,"424,800"
HQSMS,07/11/2017,0000040169,NET HEALTH LIMITED,TZA,MOSQUITO NET,"132,000"
IRQ01,07/11/2017,0000003269,Iraq Wallet,IRQ,FINANCIAL SERVICES,"139,751"
IRQ01,07/11/2017,0000003270,Asia Hawala,IRQ,FINANCIAL SERVICES,"785,460"
KEN01,07/11/2017,0000010226,WFP SOMALIA,KEN,CHARTERS,"125,000"
SPAGR,07/11/2017,0000000004,University of California,USA,BUSINESS/ ADMINISTRATIVE SER,"150,000"
TUR01,07/11/2017,0000004007,VESTEL TICARET AS,TUR,BEDCLOTHES/ MATRESSES/ TOWELS,"759,531"
UGA01,07/11/2017,0000006388,TIANJIN MACHINERY CO. (U) LTD,UGA,AGRICULTURE/ GARDEN TOOLS,"549,505"
UGA01,07/11/2017,0000006389,MUKWANO INDUSTRIES UGANDA LIMITED,UGA,SOAP/CLEANING /HYGIENE SUPPLIE,"270,190"
HQSMS,06/11/2017,0000040107,STREAMFLOW POLYWEAVE PVT. LTD.,IND,BEDCLOTHES/ MATRESSES/ TOWELS,"200,880"
HQSMS,06/11/2017,0000040110,NRS Relief FZE,ARE,BEDCLOTHES/ MATRESSES/ TOWELS,"109,988"
HQSMS,06/11/2017,0000040113,KITCHEN ESSENTIALS,IND,KITCHENWARE,"622,232"
HQSMS,06/11/2017,0000040116,TOYOTA MOTOR CORPORATION,JPN,BUS,"103,755"
KEN01,06/11/2017,0000010225,WFP SOMALIA,KEN,CHARTERS,"750,000"
MRT01,06/11/2017,0000001050,STAR MAURITANIE,MRT,DIESEL,"101,530"
SSD01,06/11/2017,0000003192,TAAM PETROLEUM LTD.,KEN,DIESEL,"441,000"
NER01,04/11/2017,0000002378,ENTREPRISE BAANA,NER,MAINTENANCE/ CONSTRUCTION SER,"125,980"
HQSMS,03/11/2017,0000040075,VISHAL METAL INDUSTRIES,IND,KITCHENWARE,"220,662"
HQSMS,03/11/2017,0000040076,DAMCO DENMARK A/S,DNK,CARGO/PASSENGER TRANSPORT,"118,800"
HQSMS,03/11/2017,0000040077,NATIONAL TENT HOUSE,PAK,BLANKETS,"177,539"
HQSMS,03/11/2017,0000040084,DAMCO DENMARK A/S,DNK,CARGO/PASSENGER TRANSPORT,"205,200"
HQSMS,03/11/2017,0000040087,DAMCO DENMARK A/S,DNK,CARGO/PASSENGER TRANSPORT,"113,400"
HQSMS,03/11/2017,0000040089,TOYOTA MOTOR CORPORATION,JPN,BUS,"138,340"
HQSMS,03/11/2017,0000040091,IMRES,NLD,MISC DRUGS,"607,026"
LBN01,03/11/2017,0000002602,STE. TELESUPPORT INTERNATIONAL SAL,LBN,ADVERTISING/ INFORMATION SER,"715,000"
RWA01,03/11/2017,0000001502,INKOMOKO BUSINESS DEVELOPMENT LTD,RWA,BUSINESS/ ADMINISTRATIVE SER,"236,614"
TUR01,03/11/2017,0000003993,KUEHNE AND NAGEL A/S,DNK,STORAGE/PACKING/HANDLING,"146,000"
TUR01,03/11/2017,0000003994,AKTAS TEKSTIL PROMOSYON URUNLERI SAN.,TUR,CLOTHING,"888,200"
TUR01,03/11/2017,0000003995,SEHA MUHENDISLIK MUSAVIRLIK TICARET,TUR,OFFICE SUPPLIES,"167,079"
COD01,02/11/2017,0000006899,WORLD FOOD PROGRAMME,ITA,CHARTERS,"191,554"
HQSMS,02/11/2017,0000040037,OXFAM,GBR,ENGINEERING SERVICES,"102,228"
HQSMS,02/11/2017,0000040038,W.Giertsen Energy Solutions AS,NOR,LAMP/ LAMP COMPONENTS,"438,492"
HQSMS,02/11/2017,0000040042,VISHAL METAL INDUSTRIES,IND,KITCHENWARE,"114,649"
Unit,PO Date,PO ID,Vendor Name,Vendor Cntry,Item Category Description,USD Amount
HQSMS,02/11/2017,0000040049,ALPINTER,BEL,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"1,322,400"
HQSMS,02/11/2017,0000040050,NRS Relief FZE,ARE,TENT/ CAMP/ OUTDOOR EQUIP/ ACC,"2,341,920"
HQSMS,02/11/2017,0000040052,PRICE WATERHOUSE COOPERS,CHE,FINANCIAL SERVICES,"444,294"
SSD01,02/11/2017,0000003188,Juba Office Cleaning Services  LTD,UGA,MAINTENANCE/ CONSTRUCTION SER,"303,602"
TUR01,02/11/2017,0000003984,METEK GUVENLIK SIST. BILISIM IC VE DIS T,TUR,SEWING/ KNITTING EQUIP/ SUPPL,"108,521"
TUR01,02/11/2017,0000003986,METEK GUVENLIK SIST. BILISIM IC VE DIS T,TUR,SEWING/ KNITTING EQUIP/ SUPPL,"130,987"
AFG01,01/11/2017,0000004554,AFGHANISTAN  HOLDING GROUP,AFG,EVALUATION SERVICE,"132,867"
HQSMS,01/11/2017,0000040027,GOLDEN AFRICA KENYA LIMITED,KEN,SOAP/CLEANING /HYGIENE SUPPLIE,"111,000"
IRQ01,01/11/2017,0000003265,Asia Hawala,IRQ,FINANCIAL SERVICES,"1,248,680"
